term,definition,source
magnetic moment,"A constant of motion related to the gyromotion of a particle in a magnetic field that is either static or slowly varying with respect to the gyroperiod. The magnetic moment is usually denoted by using the lower case Greek letter for mu, 5, and can be calculated by using 5 = m u^2/2B where m is the particle mass, u is the velocity of the particle perpendicular to the  constant or average magnetic field direction, and B is the magnitude of the magnetic field strength.  ",spase
magnetogram,"Measurements of the vector or line-of-sight magnetic field determined from remote sensing measurements of the detailed structure of spectral lines, including their splitting and polarization. (""Magnetogram."")",spase
magnetograph,"A special type of magnetometer that records a time plot of the local magnetic field near the instrument; or a telescope capable of determining the magnetic field strength and/or direction on a distant object such as the Sun, using the Zeeman splitting or other spectral signatures of magnetization.",spase
magnetometer,An instrument which measures the ambient magnetic field.,spase
magnetopause crossing,A crossing of the interface between the shocked solar wind in the magnetosheath and the magnetic field and plasma in the magnetosphere.,spase
magnetosonic mach number,The ratio of the velocity of fast mode waves to the Alfven velocity.,spase
magnitude,A measure of the strength of a vector quantity or length of its representational vector.,spase
main,"The region of the magnetosphere where the magnetic field lines are closed, but does not include the gaseous region gravitationally bound to the body.",spase
mass,"The measure of inertia (mass) of individual objects (e.g., aerosols).",spase
mass density,The mass of particles per unit volume.,spase
mass number,The total number of protons and neutrons (together known as nucleons) in an atomic nucleus.,spase
mass per charge,"The mass, m, per unit net charge, q, that is m/q, for an electron or an ionized atom, molecule, or dust particle.",spase
mass range,The range of possible mass for a group of particle observations.,spase
mass spectrometer,An instrument which distinguishes chemical species in terms of their different isotopic masses.,spase
matlab_4,"MATLAB Workspace save set, version 4. MAT-files are double-precision, binary, MATLAB format files. MATLAB is a proprietary product of The MathWorks.",spase
matlab_6,"MATLAB Workspace save set, version 6. MAT-files are double-precision, binary, MATLAB format files. MATLAB is a proprietary product of The MathWorks.",spase
matlab_7,"MATLAB Workspace save set, version 7. MAT-files are double-precision, binary, MATLAB format files. Version 7 includes data compression and Unicode encoding. MATLAB is a proprietary product of The MathWorks.",spase
maximum,The largest value of a batch or sample or the upper bound of a probability distribution.,spase
md5,Message Digest 5 (MD5) is a 128-bit message digest algorithm created in 1991 by Professor Ronald Rivest.,spase
measurement type,"The enumeration of the specific measurement target (e.g., energetic particles, ion composition, etc.), method of measurement (e.g., Interferometry), or the particular compilation of measurements (e.g., a composite dataset consisting of measurements from multiple instruments or platforms, such as Dopplergram, keogram, ElectronColumnDensity (TEC), etc.) that reflect a richer context (e.g., structure and dynamics) of the observational target.",spase
median,The measure of central tendency of a set of n. values computed by ordering the values and taking the value at position (n.  + 1) / 2 when n. is odd or the arithmetic mean of the values at positions n.  / 2 and (n. / 2) + 1 when n.  is even.,spase
memory,"The component of your computer that allows you to store and access data on a short-term basis, typically the amount of RAM. Indicate units with standard byte scales such as KB, MB, GB, TB and PB. ",spase
member,A constituent part of a collection. A Member is of a one one of the supported resouorce types and in referenced by an identifier. Details about the member are part of its repective resource description.,spase
member id,The identifier of an resource.,spase
metadata contact,An individual who can affect a change in the metadata describing a resource.,spase
mfa,"Magnetic Field Aligned - A coordinate system spacecraft-centered system with Z in the direction of the ambient magnetic field vector. X is in the plane defined by Z and the spacecraft-Sun line, positive sunward. See <http://cdpp.cnes.fr/00428.pdf>",spase
mhd,Hydrodynamic waves in a magnetized plasma in which the background magnetic field plays a key role in controlling the wave propagation characteristics.,spase
microchannel plate,"An instrument used for the detection of elementary particles, ions, ultraviolet rays and soft X-rays constructed from very thin conductive glass capillaries.",spase
microfiche,A sheet of microfilm on which many pages of material have been photographed; a magnification system is used to read the material.,spase
microfilm,Film rolls on which materials are photographed at greatly reduced size; a magnification system is used to read the material.,spase
microwave,Photons with a wavelength range: 1.00x10^6 to 1.50x10^7 nm,spase
mid latitude region,"When considering the case of the Earth, the mid-latitude region typically refers to two latitudinal bands, one in the northern hemisphere and the other in the southern hemisphere extending from about 23 degrees to 50 degrees. The concept of mid-latitude regions does not apply to all bodies in the solar system and different latitudinal ranges would apply for each body case by case. The mid-latitude regions may be defined by using either planetographic or magnetic coordinates if the magnetic dipole is closely aligned with the spin axis of a magnetized body. Ground magnetometers located at mid latitude on the Earth are well positioned to measure magnetic storm-time ring current variations.",spase
mimas,The smallest and least massive of the round moons of Saturn.,spase
mime type,"Multipurpose Internet Mail Extensions (MIME) type and sub-type which characterizes the format of a file. MIME media types are define in RFC memorandum RFC 2046. Current MIME types are maintained by Internet Assigned Numbers Authority (IANA) at http://www.iana.org/assignments/media-types/index.html. Commonly used MIME types are: application/vnd.ms-powerpoint (ppt, pptx), application/vnd.ms-excel (xls, xlsx), text/richtext (rtx), application/postscript (eps, ps), application/pdf (pdf), application/xml-dtd (dtd), text/html (htm, html), text/xml (xsl, xml, xsd), application/x-dvi (dvi). If a document is compressed the specified MIME type should be for the uncompressed document. ",spase
minimum,The smallest value of a batch or sample or the lower bound of a probability distribution.,spase
miranda,The smallest and innermost round moon of Uranus.,spase
mirror url,A Uniform Resource Locator (URL) to an alternate location of a resource.,spase
mission manager,A Mission Manager is a rolename used by the ESA. The Mission Manager corresponds to the Project Manager role used by NASA but the Mission Manager role only begins after the launch of the mission.,spase
mission principal investigator,An individual who is the administrative and scientific lead for a mission.,spase
mixed,"A parameter derived from more than one of the type of parameter. For example, plasma beta, the ratio of plasma particle energy density to the energy density of the magnetic field permeating the plasma, is ""mixed.""",spase
mixed quantity,A characterization of the combined attributes of a quantity.,spase
mode amplitude,In helioseismology the magnitude of oscillation of waves of a particular geometry.,spase
molecule,"A group of atoms so united and combined by chemical affinity that they form a complete, integrated whole, being the smallest portion of any particular compound that can exist in a free state",spase
moment,Parameters determined by integration over a distribution function convolved with a power of velocity.,spase
moon,The only natural satellite of the Earth.,spase
mpeg,A digital format for movies defined by the Motion Picture Experts Group,spase
mso,"Mars/Mercury Solar Orbital A coordinate system related to Mars or Mercury. A coordinate system where, depending on the body (Mars or Mercury), X is anti-sunward, Y along the orbital velocity direction.",spase
multispectral imager,An instrument which captures images at multiple spectral ranges.,spase
na d,A spectrum with a wavelength range of centered at 589.3 nm. VSO nickname: Na-D image with a range of 588.8 nm to 589.8 nm.,spase
name,A language unit by which a person or thing is known.,spase
ncar,"The National Center for Atmospheric Research (NCAR) format. A complete description of that standard is given in appendix C of the ""Report on Establishment & Operation of the Incoherent- Scatter Data Base"", dated August 23, 1984, obtainable from NCAR, P.O. Box 3000 Boulder, Colorado 80307-3000.",spase
near earth,The heliospheric region near the Earth which extends to and includes the area near the L1 and L2 Lagrange point.,spase
near surface,"The gaseous and possibly ionized environment of a body extending from the surface to some specified altitude. For the Earth, this altitude is 2000 km.",spase
net cdf,Unidata Program Center's Network Common Data Form (NetCDF). A self-describing portable data format for array-oriented data access. See <http://my.unidata.ucar.edu/content/software/netcdf>,spase
neutral atom imager,An instrument which measures the quantity and properties of neutral particles over a range of angles. Measured properties can include mass and energy.,spase
neutral atom images,Measurements of neutral atom fluxes as a function of look direction; often related to remote energetic charged particles that lose their charge through charge-exchange and then reach the detector on a line-of-sight trajectory.,spase
neutral gas,Measurements of neutral atomic and molecular components of a gas.,spase
neutral particle detector,An instrument which measures the quantity and properties of neutral particles. Measured properties can include mass and plasma bulk densities.,spase
neutron,"An elementary particle that has no net charge and is a constituent of atomic nuclei, and that has a mass slightly large than a proton (1.673 x 10^(-24) gram.)",spase
ni6768,A spectrum with a wavelength range centered at 676.8 nm. VSO nickname: Ni-6768 dopplergram with a range of of 676.7 nm to 676.9 nm.,spase
none,A lack or absence of anything.,spase
note,Information which is useful or important for the understanding of a value or parameter.,spase
number density,The number of particles per unit volume.,spase
number flux,"The number of particles passing a unit area in unit time, possibly also per unit energy (or equivalent) and/or per unit look direction.",spase
numerical data,"Data stored as numerical values in one or more specified formats. A Numerical Data resource is a type of ""data product"" which is a set of data that is uniformly processed and formatted, from one or more instruments, typically spanning the full duration of the observations of the relevant instrument(s). A data product may consist of Parameters stored in a collection of granules of successive time spans or a single data granule.",spase
oberon,"The second-largest and second most massive mon of Uranus, and the ninth most massive moon in the Solar System.",spase
observation extent,The spatial area encompassed by an observation.,spase
observatory,"The host (spacecraft, network, facility) for instruments making observations, or a family of closely related hosts.",spase
observatory group id,The identifier of an Observatory resource which the referring resource is a member of.,spase
observatory id,The identifier of an Observatory resource.,spase
observatory region,A spatial location distinguished by certain natural features or physical characteristics where an observatory is located.,spase
observed by,Detected or originating from another resource.,spase
observed region,"The portion of space measured by the instrument at the time of an observation. A region is distinguished by certain natural features or physical characteristics. It is the location of the observatory for in situ data, the location or region sensed by remote sensing observatories and the location-of-relevance for parameters that are derived from observational data.",spase
offline,Not directly accessible electronically. This includes resources which may to be moved to an on-line status in response to a given request.,spase
online,Directly accessible electronically.,spase
open,Access is granted to everyone.,spase
operating span,"The interval in time from the first point at which an instrument or spacecraft was producing and sending data until the last such time, ignoring possible gaps.",spase
operating system,"The software that supports a computer's basic functions, such as scheduling tasks, executing applications, and controlling peripherals.",spase
optical,Photons with a wavelength range: 380 to 760 nm,spase
orc identifier,A Open Researcher Contributor (ORC) identifier which is a unique alphanumeric string assigned by a registration agency (https://orcid.org/) to identify an individual. It has the format xxxx-xxxx-xxxx-xxxx,spase
organization name,"A unit within a company or other entity (e.g., Government agency or branch of service) within which many projects are managed as a whole.",spase
orientation,  The specification of the directional alignment of an object or measurement in a reference coordinate system. The orientation such as a spacecraft spin axis attitude is usually expressed as one or more angles relative to the basis axes of some specified physical space usually together with the date/time of the observation.,spase
other,Not classified with more specific terms. The context of its usage may be described in related text.,spase
outer,The region of the heliosphere extending radially outward from just outside 1 AU to the heliospheric termination shock.,spase
output property,A container of attributes regarding an output property of an application.,spase
overview,A web page that provides and overview of available data and links.,spase
parallel,Having the same direction as a given direction,spase
parameter,A container of information regarding a parameter whose values are part of the product. Every product contains or can be related to one or more parameters.,spase
parameter key,"The name or identifier which can be used to access the parameter in the resource. The associated value is dependent on the service used to access the resource. For columnar ASCII data, use ""Column_X"" for a single-element parameter and ""Column_X-Column_Y"" for a multi-element parameter, where X and Y are the relevant column index. The first column index is 1.",spase
parent id,The resource identifier for a resource that a resource is a part of. The resource inherits the attributes of the referenced resource. Attributes defined in the resource override attributes of the parent in the manner prescribed by the containing resource.,spase
partially restricted,"Some portions of the resource have restricted access, the rest is open access. Typically this is for accumulating data collections where some data is under review before being publicly released. ",spase
particle,A description of the types of particles observed in the measurement. This includes both direct observations and inferred observations.,spase
particle correlator,An instrument which correlates particle flux to help identify wave/particle interactions.,spase
particle detector,An instrument which detects particle flux!!!,spase
particle quantity,A characterization of the physical properties of the particle.,spase
particle radius,The mean radius for a Gaussian distribution of particles with an axial ratio of 2 and a distribution width that varies as 0.5 radius. A value of zero means no cloud was detected.,spase
particle rigidity," The particle momentum per unit charge. The particle Rigidity, R, is equal to pc/Ze.",spase
particle type,A characterization of the kind of particle observed by the measurement.,spase
part of,A portion of a larger resource.,spase
passive,Movement or effect produced by outside influence. A passive measurement is one which does not produce a transmission or excitation as a part of the measurement cycle.,spase
pdf,A document expressed in the Portable Document Format (PDF) as defined by Adobe.,spase
pds3,"The. Planetary Data System, version 3 (PDS3) standard provides guidelines on how a data producer should construct a data set suitable for long-term archiving. The standard contains a number of requirements in terms of dataset structure and documentation that should allow for any PDS compliant data set to be used and understood in the long term. Each PDS3 data product must be labelled in ASCII with full details on the structure and content of the product. The label can be attached to the data file itself or detached in a separate 'label' file with the suffix LBL. The PDS3 standard is described at: https://pds.jpl.nasa.gov/datastandards/pds3/standards/ Since 2011, PDS3 has superseded by the PDS4 archiving standard. However, many data files still exist that are stored by using the PDS3 standard.",spase
pds4,"The Planetary Data System, version 4 (PDS4) standard provides guidelines on how a data producer should construct a data set suitable for long-term archiving. The standard contains a number of requirements in terms of dataset structure and documentation that should allow for any PDS compliant data set to be used and understood in the long term. Each PDS4 bundle consists of two files, one containing the data and the other an eXtensible Markup Language (XML) file containing the label. PDS4 recognises four base data structures, array, table, parsable byte stream and encoded byte stream with arrays and tables most commonly in use. The PDS4 standard is described at: https://pds.jpl.nasa.gov/datastandards/documents/current-version.shtml. The PDS4 archiving standard has been required for data archives from NASA-funded planetary missions and for small data archives since 2011.",spase
peak,"The maximum value for the quantity in question, over a period of time which is usually equal to the cadence.",spase
per,"The time interval over which a characterization applies. For example, the number of bytes generated each day.",spase
perpendicular,At right angles to a given direction.,spase
person,An individual human being.,spase
person id,The identifier assigned to a Person description.,spase
person name,The words used to address an individual.,spase
perturbation,Variations in the state of a system.,spase
phase,A point or portion in a recurring series of changes.,spase
phase angle,"Phase difference between two or more waves, normally expressed in degrees.",spase
phase space density,The number of particles per unit volume in the six-dimensional space of position and velocity.,spase
phenomenon type,The characteristics or categorization of an event type.,spase
phobos,The larger and inner most moon of Mars.,spase
phone number,The symbols and numerals required to contact an individual by telephone. The string may contain punctuation marks such as dash (-) or dot (.) to separate fields within the string.,spase
photograph,An image (positive or negative) registered on a piece of photo-sensitive paper,spase
photographic plate,A rigid (typically glass) medium that functions like film. Its rigidity is for guarding against image distortion due to medium deformation (caused by heat and humidity). Photographic plates are often used for astronomical photography.,spase
photometer,An instrument which measures the strength of electromagnetic radiation within a spectral band which can range from ultraviolet to infrared and includes the visible spectrum.,spase
photomultiplier tube,"A vacuum phototube that is an extremely sensitive detector of light in the ultraviolet, visible, and near-infrared ranges of the electromagnetic spectrum.",spase
photon,"Electromagnetic waves detected by techniques that utilize their corpuscular character (e.g., CCD, CMOS, photomultipliers).",spase
photopolarimeter,An instrument which measures the intensity and polarization or radiant energy. A photopolarimeter is a combination of a photometer and a polarimeter.,spase
pitch angle range,The range of possible pitch angles for a group of particle observations.,spase
plasma beta,The ratio of the plasma pressure (nkT) to the magnetic pressure (B^2/2mu0) of the SUM(nkT)/(B^2/2mu0).,spase
plasma frequency,A number-density-dependent characteristic frequency of a plasma.,spase
plasmagram,The characterization of signal strengths in active sounding measurements as a function of virtual range or signal delay time and sounding frequency. A Plasmagram is also referred to as an Ionogram.,spase
plasma waves,Self-consistent collective oscillations of particles and fields (electric and magnetic) in a plasma.,spase
platform,"A collection of components which can be positioned and oriented as a single unit. A platform may contain other platforms. For example, a spacecraft is a platform which may have components that can be articulated and are also considered platforms.",spase
png,A digital format for still images. Portable Network Graphics (PNG),spase
polar,The region near the pole of a body. For a magnetosphere the polar region is the area where magnetic field lines are open and includes the auroral zone.,spase
polar angle,"The angle between the position or measured vector and the k-axis of the coordinate system. Mathematically defined as arctan([SQRT(i^2+j^2)]/k). This term could be also applied to angles between the vector and other components, for example the IMF cone angle defined as arccos(Bx/Bt).",spase
polar angle range,The range of possible polar angles for a group of energy observations. Defaults units are degrees.,spase
polar cap,The areas of the globe surrounding the poles and consisting of the region north of 60 degrees north latitude an the region south of 60 degrees south latitude.,spase
policy,"A deliberate system of principles to guide decisions and achieve rational outcomes. A policy is a statement of intent, and is implemented as a procedure or protocol.",spase
polarization,"Direction of the electric vector of an electromagnetic wave. The wave can be linearly polarized in any direction perpendicular to the direction of travel, circularly polarized (clockwise or counterclockwise), unpolarized, or mixtures of the above.",spase
positional,The specification of the location of an object or measurement within a reference coordinate system. The position is usually expressed as a set of values corresponding to the location along a set of orthogonal axes together with the date/time of the observation.,spase
positron,An elementary particle consisting of a charge of positive electricity equal to about 1.602 x 10^(-19) Coulomb and having a mass when at rest of about 9.109534 x 10^(-28) gram.,spase
poster,"A set of information arranged on a single page or sheet, typically in a large format.",spase
postscript,A page description programming language created by Adobe Systems Inc. that is a device-independent industry standard for representing text and graphics.,spase
potential,"The work required per unit charge to move a charge from a reference point to a point at infinity (electric potential is defined to be zero). The electric potential of a spacecraft is often referred to as the ""spacecraft potential"". The spacecraft potential is the electric potential of the spacecraft relative to the potential of the nearby plasma. The spacecraft potential is non-zero because the spacecraft charges to the level that the emitted photoelectron flux going to infinity is balanced by the plasma electron flux to the spacecraft. ",spase
power spectral density,"The Power Spectral Density, PSD, is the measure of signal power content versus frequency, energy, wave number, etc. A PSD is typically used to characterize broadband random signals. The amplitude of the PSD is normalized by the spectral resolution employed to digitize the signal.",spase
poynting flux,Electromagnetic energy flux transported by a wave characterized as the rate of energy transport per unit area per steradian.,spase
presentation,A set of information that is used when communicating to an audience.,spase
pressure,The force per unit area exerted by a particle distribution or field.,spase
principal investigator,An individual who is the administrative and scientific lead for an investigation.,spase
print,A sheet of any written or printed material which may include notes or graphics. Multiple printed pages may be bound into a manuscript or book.,spase
prerequisites,A thing that is required to be installed on your computer in order to run or compile the software.,spase
execution environment,An execution platform for software which includes an operating system and necessary hardware.,spase
prior id,The resource identifier for a resource that is superseded or replaced by a resource.,spase
probable,Likely given the available evidence. Considered in the range of 4-7 on a scale of 0-10.,spase
processing level,The standard classification of the processing performed on the product.,spase
product key,"A string of characters used to uniquely identify a particular product within a Repository. The style or format of the identifier is determined by the Repository. The kinds of resources which can be acessed include, but are not limited to, numerical data, display data, documents and event lists. The method to access the product is determined by the attributes of an access service.",spase
profile,Measurements of a quantity as a function of height above an object such as the limb of a body.,spase
program manager,An individual whose major task entails direction of program team members such that the full organization achieves the objectives and goals of a program. The Program Manager is expected to provide clear guidance and resolve conflicts and issues while maintaining focus on achieving program success.,spase
program scientist,"A program scientist is someone who performs a range of scientific program planning duties, takes responsibility for the science content of flight mission programs or projects. A program scientist develops, reviews, and provides recommendations for proposed program requirements, expected results, budgetary estimates and also establishes methods and procedures to reduce program costs, provides expert advice to management on strategic planning and program development, develops and manages research program, and presents issues and proposes solutions to senior management.",spase
project,The name of an organized activity with a stated goal or objective.,spase
project engineer,"An engineer tasked with the full suite of responsibilities as a project transitions through requirements derivation and preliminary design into controlled hardware development, assembly and environmental testing. The Project Engineer manages a team while developing the cadence of hardware manufacturing and assembly until instrument deployment and through the end of the mission.",spase
projection,A measure of the length of a position or measured vector as projected into a plane of the coordinate system.,spase
project manager, An individual whose major task entails direction of project team members such that the full organization achieves the objectives and goals of the mission. The Project Manager is expected to provide clear guidance and resolve conflicts and issues while maintaining focus on achieving mission success.,spase
project scientist,An individual who is an expert in the phenomenon and related physics explored by the project. A project scientist may also have a managerial role within the project.,spase
propagation time,Time difference between transmission and reception of a wave in an active wave experiment.,spase
property,A container of attributes regarding the property of an application.,spase
proportional counter,An instrument which measures energy of ionization radiation based on interactions with a gas.,spase
proteus,The second largest moon of Neptune.,spase
proton,"An elementary particle that is a constituent of all atomic nuclei, that carries a positive charge numerically equal to the charge of an electron, and that has a mass of 1.673 x 10^(-24) gram.",spase
provider name,"The source, or original provider, of the data (for example, PDS PPI).",spase
provider processing level,"The provider specific information on the processing performed on the product. This should include the provider processing level designation and information about the intended use of the product. For example, if it is to be used for machine learning or other high level applications.",spase
provider resource name,A short textual description of a resource used by the provider which may be used to identify a resource.,spase
provider version,Describes the release or edition of the product used by the provider. The formation rule may vary between providers. It is intended to aid in queries to the provider regarding the product.,spase
pseudo,Similar to or having the appearance of something else. Can be used to indicate an estimation or approximation of a particular quantity.,spase
publication date,"The date that the work (document, data, images or other types of resources) was first issued.",spase
publication info,"Additional information, not located elsewhere in the resource description, that is related to the issuing of a work (document, data, images or other types of resources) and is also required to mint a DOI.",spase
published by,"The name or the company, organization or individual that issues the work (document, data, images or other types of resources).",spase
publisher,"An individual, organization, institution or government department responsible for the production and dissemination of a document.",spase
puck,The largest inner spherical moon of Uranus.,spase
quadrispherical analyser,"An instrument used for the 3-D detection of plasma, energetic electrons and ions, and for positive-ion composition measurements.",spase
qualifier,Characterizes the refinement to apply to a type or attribute of a quantity.,spase
quantity,A value that describes a characteristic of a system.,spase
quick time,"A format for digital movies, as defined by Apple Computer. See <http://developer.apple.com/quicktime/>",spase
radar,An instrument that uses directional properties of returned power to infer spatial and/or other characteristics of a remote object.,spase
radiance,"A radiometric measurement that describes the amount of electromagnetic radiation that passes through or is emitted from a particular area, and falls within a given solid angle in a specified direction. They are used to characterize both emission from diffuse sources and reflection from diffuse surfaces.",spase
radiation belt,The region within a magnetosphere where high-energy particles could potentially be trapped in a magnetic field.,spase
radio burst,"Emissions of the sun in radio wavelengths from centimeters to dekameters, under both quiet and disturbed conditions. Radio Bursts can be ""Type I"" consisting of many short, narrow-band bursts in the metric range (300 - 50 MHz).; ""Type II"" consisting of narrow-band emission that begins in the meter range (300 MHz) and sweeps slowly (tens of minutes) toward dekameter wavelengths (10 MHz).; ""Type III"" consisting of narrow-band bursts that sweep rapidly (seconds) from decimeter to dekameter wavelengths (500 - 0.5 MHz); and ""Type IV"" consisting of a smooth continuum of broad-band bursts primarily in the meter range (300 - 30 MHz).",spase
radio frequency,"Photons with a wavelength range: 100,000 to 1.00x10^11 nm.",spase
radiometer,An instrument for detecting or measuring radiant energy. Radiometers are commonly limited to infrared radiation.,spase
ratio,The relative magnitudes of two quantities.,spase
raw,Data in its original state with no processing to account for calibration. Similar to NASA Level 0.,spase
real part,"Any number z can in general be represented by its complex form with z = a + ib where i, which is defined as the square root of -1, signifies the imaginary component of the number z. The coefficient a is called the real part of the complex number z.",spase
registry,A location or facility where resources are cataloged.,spase
relative stop date,An indication of the nominal end date relative to the present.,spase
release date,"The date and time when a resource is made available. The availability of a resource coincides with the release of a resource description. If the Release Date is specified as a future date then it indicates that resource should not be made available until that time. However, this is only advisory and in practice the Release Date should be the actual date the resource description was published.",spase
remark,"A notice, comment, or observation.",spase
remote1au,"A roughly toroidal region that includes the Earth's orbit, but exclusive of the region near the Earth.",spase
rendering axis,A reference component of a plot or rendering of data. A plot typically is a 2-dimensional rendering with a horizontal and verticle axis. A third dimension can be introduced with a color coding of the rendered data.,spase
rendering hints,Attributes to aid in the rendering of parameter.,spase
report,A document which describes the findings of some individual or group.,spase
repository,A location or facility where resources are stored.,spase
repository id,The identifier of an Repository resource.,spase
resonance sounder,"A combination of a radio receiver and a pulsed transmitter used to study the plasma surrounding a spacecraft by identifying resonances or cut-offs (of the wave dispersion relation), whose frequencies are related to the ambient plasma density and magnetic field. When the transmitter is off it is essentially a high frequency-resolution spectral power receiver.",spase
resource header,Attributes of a resource which pertain to the provider of the resource and descriptive information about the resource.,spase
resource id,"A Resource ID is a URI that has the form ""scheme://authority/path"" where ""scheme"" is ""spase"" for those resources administered through the SPASE framework, ""authority"" is the unique identifier for the resource provider registered within the SPASE framework and ""path"" is the unique identifier of the resource within the context of the ""authority"". The resource ID must be unique within the SPASE framework.",spase
resource name,A short textual description of a resource which may be useful when read by a person.,spase
restricted,Access to the product is regulated and requires some form of identification.,spase
retarding potential analyser,An instrument which measures ion temperatures and ion concentrations using a planar ion trap.,spase
revision event,A specific change that improves or upgrades.,spase
revision history,A history of changes that improve or upgrade.,spase
revision of,A modified version of a resource instance.,spase
rhea,The second-largest moon of Saturn and the ninth-largest moon in the Solar System.,spase
rinex2,"Receiver Independent Exchange Format (RINEX) - version 2.*, is a data interchange format for raw satellite navigation system data. https://files.igs.org/pub/data/format/rinex211.txt",spase
rinex3,"Receiver Independent Exchange Format (RINEX) - version 3.*, is a data interchange format for raw satellite navigation system data. https://files.igs.org/pub/data/format/rinex300.pdf",spase
riometer,An instrument which measure the signal strength in various directions of the galactic radio signals. Variations in these signals are influenced by solar flare activity and geomagnetic storm and substorm processes.,spase
role,The assigned or assumed function or position of an individual.,spase
ror identifier,The assigned Research Organization Registry (ROR) identifier. See https://ror.org/,spase
rotation matrix,A tensor that is used to perform vector data transformation from one coordinate system to another.,spase
rtn,"Radial Tangential Normal. Typically centered at a spacecraft. Used for IMF and plasma V vectors. The X axis (radial) is set as the primary axis, and is defined as the axis pointing from the spacecraft to the Sun. The Z axis (tangential) is set as the secondary axis, and is defined as that portion of the solar North rotational axis which is perpendicular to the primary axis. The Y axis (normal) is defined as Z cross X.",spase
s3_bucket,"A container of objects that comply with the Amazon Simple Storage Service (S3) specifications. A bucket has a unique, user-assigned key (name). A bucket can contain any number of objects with an aggregate size of 5 gigabytes. A bucket may be accompanied by up to 2 kilobytes of metadata.",spase
sc,Spacecraft - A coordinate system defined by the spacecraft geometry and/or spin. Often has Z axis parallel to spacecraft spin vector. X and Y axes may or may not corotate with the spacecraft. See SR and SR2 below.,spase
scalar,A quantity that is completely specified by its magnitude and has no direction.,spase
scale max,"The maximum value that the variable is expected to attain. Used, for example, by automated plotting software.",spase
scale min,"The minimum value that the variable is expected to attain. Used, for example, by automated plotting software.",spase
scale type,"The scaling to apply to an axis. If this attribute is not present, linear scale should be assumed.",spase
scientist,An individual who is an expert in the phenomenon and related physics represented by the resource.,spase
scintillation detector,An instrument which detects flouresences of a material which is excited by high energy (ionizing) electromagnetic or charged particle radiation.,spase
se,"Solar Ecliptic - A heliocentric coordinate system where the Z axis is normal to the ecliptic plane, positive northward. X axis is positive towards the first point of Aries (from Earth to Sun at vernal equinox). Same as HAE above. See <http://nssdc.gsfc.nasa.gov/space/helios/coor_des.html>",spase
search,A web search interface that requires additional input.,spase
search coil,An instrument which measures the time variation of the magnetic flux threading a loop by measurement of the electric potential difference induced between the ends of the wire.,spase
sector boundary crossing,A sector boundary crossing is a transit by a spacecraft across the heliospheric current sheet separating the dominantly outward (away-from-the-sun) interplanetary magnetic field of one hemisphere of the heliosphere from the dominantly inward (toward-the-sun) polarity of the other hemisphere.  Such crossings have multi-day intervals of opposite IMF dominant polarities on either side.,spase
service,A location or facility that can perform a well defined task.,spase
set,A collection of items for a particular purpose.,spase
sha1,"Secure Hash Algorithm (SHA), a 160-bit message digest algorithm developed by the NSA and described in Federal Information Processing Standard (FIPS) publication 180-1.",spase
sha256,"Secure Hash Algorithm (SHA), a 256-bit message digest algorithm developed by the NSA and described in Federal Information Processing Standard (FIPS) publication 180-1.",spase
size,"The number of elements in each dimension of a multi-dimensional array. A scalar has a size of 1. A multi-dimensional vector will have a size for each dimension. Note that the number of elements in the size of an N-dimensional array conveys the array's dimensionality while the product of those numbers conveys the total number of elements in the array. When size is used to describe a tensor it is the number of elements in the tensor. As such it has a limited set of values. A tensor of rank 1 has a size of 3, rank 2 a size of 9, rank 3 a size of 27 and rank n a size of 3^n.",spase
sm,"Solar Magnetic - A geocentric coordinate system where the Z axis is northward along Earth's dipole axis, X axis is in plane of z axis and Earth-Sun line, positive sunward. See Russell, 1971.",spase
software,"An application which can be installed, built or readily used.",spase
software version,Describes the edition of the software release. The formation rule for the version may vary between software packages. It is intended to aid in queries to the software provider regarding the software.,spase
soft x rays,X-Rays with an energy range of 0.12 keV to 12 keV.,spase
solar flare,An explosive event in the Sun's atmosphere which produces electromagnetic radiation across the electromagnetic spectrum at multiple wavelengths from long-wave radio to the shortest wavelength gamma rays.,spase
solar uv flux,The amount of Ultraviolet energy originating from the Sun passing through a unit area in a unit time.,spase
solar wind extreme,Intervals of unusually large or small values of solar wind attributes such as flow speed and ion density.,spase
solid angle,Integration over the angle in three-dimensional space that an object subtends at a point.,spase
solid state detector,"A detector of the charge carriers (electrons and holes) generated in semiconductors by energy deposited by gamma ray photons. Also known as a ""semiconductor detector"".",spase
sonic mach number,The ratio of the bulk flow speed to the speed of sound in the medium.,spase
sounder,An instrument which measures the radiances from an object. A sounder may measure radiances at multiple spectral ranges.,spase
sound speed,The speed at which sound travels through a medium.,spase
source,The location and attributes of an object.,spase
source type,A characterization of the function or purpose of the source.,spase
south atlantic anomaly region,"The region where the Earth's inner van Allen radiation belt makes its closest approach to the planet's surface. The result is that, for a given altitude, the radiation intensity is higher over this region than elsewhere.",spase
spacecraft orbit plane,"A coordinate system where X lies in the plane normal to and in the direction of motion of the spacecraft, Z is normal to this plane and Y completes the triad in a right-handed coordinate system.",spase
spacecraft potential control,An instrument to control the electric potential of a spacecraft with respect to the ambient plasma by emitting a variable current of positive ions.,spase
spase,Space Physics Archive Search and Extract (SPASE). The outermost container or envelope for SPASE metadata. This indicates the start of the SPASE metadata.,spase
spatial coverage,"A region of space defined by the latitude, longitude and altitude in a geographic coordinate system.",spase
